task_id,model_type,dataset,batch_size,start_time_ms,deadline_ms,data_size,pruning_amount
495,vgg16,cifar10,1,4940500,5500,1,0.8
496,vgg16,cifar10,1,4950500,6000,1,0.8
497,vgg16,cifar10,1,4960500,6500,1,0.8
498,vgg16,cifar10,1,4970500,7000,1,0.8
499,vgg16,cifar10,1,4980500,7500,1,0.8
500,vgg16,cifar10,1,4990500,8000,1,0.8
501,vgg16,cifar10,1,5000500,8500,1,0.8
502,vgg16,cifar10,1,5010500,9000,1,0.8
503,vgg16,cifar10,1,5020500,9500,1,0.8
504,vgg16,cifar10,1,5030500,10000,1,0.8
505,vit_b_16,cifar10,1,5040500,100,1,0
506,vit_b_16,cifar10,1,5050500,200,1,0
507,vit_b_16,cifar10,1,5060500,300,1,0
508,vit_b_16,cifar10,1,5070500,400,1,0
509,vit_b_16,cifar10,1,5080500,500,1,0
510,vit_b_16,cifar10,1,5090500,600,1,0
511,vit_b_16,cifar10,1,5100500,700,1,0
512,vit_b_16,cifar10,1,5110500,800,1,0
513,vit_b_16,cifar10,1,5120500,900,1,0
514,vit_b_16,cifar10,1,5130500,1000,1,0
515,vit_b_16,cifar10,1,5140500,1500,1,0
516,vit_b_16,cifar10,1,5150500,2000,1,0
517,vit_b_16,cifar10,1,5160500,2500,1,0
518,vit_b_16,cifar10,1,5170500,3000,1,0
519,vit_b_16,cifar10,1,5180500,3500,1,0
520,vit_b_16,cifar10,1,5190500,4000,1,0
521,vit_b_16,cifar10,1,5200500,4500,1,0
522,vit_b_16,cifar10,1,5210500,5000,1,0
523,vit_b_16,cifar10,1,5220500,5500,1,0
524,vit_b_16,cifar10,1,5230500,6000,1,0
525,vit_b_16,cifar10,1,5240500,6500,1,0
526,vit_b_16,cifar10,1,5250500,7000,1,0
527,vit_b_16,cifar10,1,5260500,7500,1,0
528,vit_b_16,cifar10,1,5270500,8000,1,0
529,vit_b_16,cifar10,1,5280500,8500,1,0
530,vit_b_16,cifar10,1,5290500,9000,1,0
531,vit_b_16,cifar10,1,5300500,9500,1,0
532,vit_b_16,cifar10,1,5310500,10000,1,0
533,vit_b_16,cifar10,1,5320500,100,1,0.04
534,vit_b_16,cifar10,1,5330500,200,1,0.04
535,vit_b_16,cifar10,1,5340500,300,1,0.04
536,vit_b_16,cifar10,1,5350500,400,1,0.04
537,vit_b_16,cifar10,1,5360500,500,1,0.04
538,vit_b_16,cifar10,1,5370500,600,1,0.04
539,vit_b_16,cifar10,1,5380500,700,1,0.04
540,vit_b_16,cifar10,1,5390500,800,1,0.04
541,vit_b_16,cifar10,1,5400500,900,1,0.04
542,vit_b_16,cifar10,1,5410500,1000,1,0.04
543,vit_b_16,cifar10,1,5420500,1500,1,0.04
544,vit_b_16,cifar10,1,5430500,2000,1,0.04
545,vit_b_16,cifar10,1,5440500,2500,1,0.04
546,vit_b_16,cifar10,1,5450500,3000,1,0.04
547,vit_b_16,cifar10,1,5460500,3500,1,0.04
548,vit_b_16,cifar10,1,5470500,4000,1,0.04
549,vit_b_16,cifar10,1,5480500,4500,1,0.04
550,vit_b_16,cifar10,1,5490500,5000,1,0.04
551,vit_b_16,cifar10,1,5500500,5500,1,0.04
552,vit_b_16,cifar10,1,5510500,6000,1,0.04
553,vit_b_16,cifar10,1,5520500,6500,1,0.04
554,vit_b_16,cifar10,1,5530500,7000,1,0.04
555,vit_b_16,cifar10,1,5540500,7500,1,0.04
556,vit_b_16,cifar10,1,5550500,8000,1,0.04
557,vit_b_16,cifar10,1,5560500,8500,1,0.04
558,vit_b_16,cifar10,1,5570500,9000,1,0.04
559,vit_b_16,cifar10,1,5580500,9500,1,0.04
560,vit_b_16,cifar10,1,5590500,10000,1,0.04
561,vit_b_16,cifar10,1,5600500,100,1,0.36
562,vit_b_16,cifar10,1,5610500,200,1,0.36
563,vit_b_16,cifar10,1,5620500,300,1,0.36
564,vit_b_16,cifar10,1,5630500,400,1,0.36
565,vit_b_16,cifar10,1,5640500,500,1,0.36
566,vit_b_16,cifar10,1,5650500,600,1,0.36
567,vit_b_16,cifar10,1,5660500,700,1,0.36
568,vit_b_16,cifar10,1,5670500,800,1,0.36
569,vit_b_16,cifar10,1,5680500,900,1,0.36
570,vit_b_16,cifar10,1,5690500,1000,1,0.36
571,vit_b_16,cifar10,1,5700500,1500,1,0.36
572,vit_b_16,cifar10,1,5710500,2000,1,0.36
573,vit_b_16,cifar10,1,5720500,2500,1,0.36
574,vit_b_16,cifar10,1,5730500,3000,1,0.36
575,vit_b_16,cifar10,1,5740500,3500,1,0.36
576,vit_b_16,cifar10,1,5750500,4000,1,0.36
577,vit_b_16,cifar10,1,5760500,4500,1,0.36
578,vit_b_16,cifar10,1,5770500,5000,1,0.36
579,vit_b_16,cifar10,1,5780500,5500,1,0.36
580,vit_b_16,cifar10,1,5790500,6000,1,0.36
581,vit_b_16,cifar10,1,5800500,6500,1,0.36
582,vit_b_16,cifar10,1,5810500,7000,1,0.36
583,vit_b_16,cifar10,1,5820500,7500,1,0.36
584,vit_b_16,cifar10,1,5830500,8000,1,0.36
585,vit_b_16,cifar10,1,5840500,8500,1,0.36
586,vit_b_16,cifar10,1,5850500,9000,1,0.36
587,vit_b_16,cifar10,1,5860500,9500,1,0.36
588,vit_b_16,cifar10,1,5870500,10000,1,0.36
589,vit_b_16,cifar10,1,5880500,100,1,0.48
590,vit_b_16,cifar10,1,5890500,200,1,0.48
591,vit_b_16,cifar10,1,5900500,300,1,0.48
592,vit_b_16,cifar10,1,5910500,400,1,0.48
593,vit_b_16,cifar10,1,5920500,500,1,0.48
594,vit_b_16,cifar10,1,5930500,600,1,0.48
595,vit_b_16,cifar10,1,5940500,700,1,0.48
596,vit_b_16,cifar10,1,5950500,800,1,0.48
597,vit_b_16,cifar10,1,5960500,900,1,0.48
598,vit_b_16,cifar10,1,5970500,1000,1,0.48
599,vit_b_16,cifar10,1,5980500,1500,1,0.48
600,vit_b_16,cifar10,1,5990500,2000,1,0.48
601,vit_b_16,cifar10,1,6000500,2500,1,0.48
602,vit_b_16,cifar10,1,6010500,3000,1,0.48
603,vit_b_16,cifar10,1,6020500,3500,1,0.48
604,vit_b_16,cifar10,1,6030500,4000,1,0.48
605,vit_b_16,cifar10,1,6040500,4500,1,0.48
606,vit_b_16,cifar10,1,6050500,5000,1,0.48
607,vit_b_16,cifar10,1,6060500,5500,1,0.48
608,vit_b_16,cifar10,1,6070500,6000,1,0.48
609,vit_b_16,cifar10,1,6080500,6500,1,0.48
610,vit_b_16,cifar10,1,6090500,7000,1,0.48
611,vit_b_16,cifar10,1,6100500,7500,1,0.48
612,vit_b_16,cifar10,1,6110500,8000,1,0.48
613,vit_b_16,cifar10,1,6120500,8500,1,0.48
614,vit_b_16,cifar10,1,6130500,9000,1,0.48
615,vit_b_16,cifar10,1,6140500,9500,1,0.48
616,vit_b_16,cifar10,1,6150500,10000,1,0.48
617,vit_b_16,cifar10,1,6160500,100,1,0.64
618,vit_b_16,cifar10,1,6170500,200,1,0.64
619,vit_b_16,cifar10,1,6180500,300,1,0.64
620,vit_b_16,cifar10,1,6190500,400,1,0.64
621,vit_b_16,cifar10,1,6200500,500,1,0.64
622,vit_b_16,cifar10,1,6210500,600,1,0.64
623,vit_b_16,cifar10,1,6220500,700,1,0.64
624,vit_b_16,cifar10,1,6230500,800,1,0.64
625,vit_b_16,cifar10,1,6240500,900,1,0.64
626,vit_b_16,cifar10,1,6250500,1000,1,0.64
627,vit_b_16,cifar10,1,6260500,1500,1,0.64
628,vit_b_16,cifar10,1,6270500,2000,1,0.64
629,vit_b_16,cifar10,1,6280500,2500,1,0.64
630,vit_b_16,cifar10,1,6290500,3000,1,0.64
631,vit_b_16,cifar10,1,6300500,3500,1,0.64
632,vit_b_16,cifar10,1,6310500,4000,1,0.64
633,vit_b_16,cifar10,1,6320500,4500,1,0.64
634,vit_b_16,cifar10,1,6330500,5000,1,0.64
635,vit_b_16,cifar10,1,6340500,5500,1,0.64
636,vit_b_16,cifar10,1,6350500,6000,1,0.64
637,vit_b_16,cifar10,1,6360500,6500,1,0.64
638,vit_b_16,cifar10,1,6370500,7000,1,0.64
639,vit_b_16,cifar10,1,6380500,7500,1,0.64
640,vit_b_16,cifar10,1,6390500,8000,1,0.64
641,vit_b_16,cifar10,1,6400500,8500,1,0.64
642,vit_b_16,cifar10,1,6410500,9000,1,0.64
643,vit_b_16,cifar10,1,6420500,9500,1,0.64
644,vit_b_16,cifar10,1,6430500,10000,1,0.64
645,vit_b_16,cifar10,1,6440500,100,1,0.76
646,vit_b_16,cifar10,1,6450500,200,1,0.76
647,vit_b_16,cifar10,1,6460500,300,1,0.76
648,vit_b_16,cifar10,1,6470500,400,1,0.76
649,vit_b_16,cifar10,1,6480500,500,1,0.76
650,vit_b_16,cifar10,1,6490500,600,1,0.76
651,vit_b_16,cifar10,1,6500500,700,1,0.76
652,vit_b_16,cifar10,1,6510500,800,1,0.76
653,vit_b_16,cifar10,1,6520500,900,1,0.76
654,vit_b_16,cifar10,1,6530500,1000,1,0.76
655,vit_b_16,cifar10,1,6540500,1500,1,0.76
656,vit_b_16,cifar10,1,6550500,2000,1,0.76
657,vit_b_16,cifar10,1,6560500,2500,1,0.76
658,vit_b_16,cifar10,1,6570500,3000,1,0.76
659,vit_b_16,cifar10,1,6580500,3500,1,0.76
660,vit_b_16,cifar10,1,6590500,4000,1,0.76
661,vit_b_16,cifar10,1,6600500,4500,1,0.76
662,vit_b_16,cifar10,1,6610500,5000,1,0.76
663,vit_b_16,cifar10,1,6620500,5500,1,0.76
664,vit_b_16,cifar10,1,6630500,6000,1,0.76
665,vit_b_16,cifar10,1,6640500,6500,1,0.76
666,vit_b_16,cifar10,1,6650500,7000,1,0.76
667,vit_b_16,cifar10,1,6660500,7500,1,0.76
668,vit_b_16,cifar10,1,6670500,8000,1,0.76
669,vit_b_16,cifar10,1,6680500,8500,1,0.76
670,vit_b_16,cifar10,1,6690500,9000,1,0.76
671,vit_b_16,cifar10,1,6700500,9500,1,0.76
672,vit_b_16,cifar10,1,6710500,10000,1,0.76
